name	taxonomy_id	taxonomy_lv	D_AM2	D_AM3	D_AM4	D_AM5	D_AM6	D_AM7	D_AM8	D_AM9	D_AM10	D_AM11	D_AM12	D_AM13	D_AM14	D_AM15	D_AM16	D_AM17	D_AM18	D_AM19	D_AM20	D_AM21	D_AM22	D_AM23	D_AM24	D_AM25	D_AM26	D_AM27	D_AM28	D_AM29	D_AM32	D_AM34	D_AM36	D_AM37	D_AM38	D_AM39	D_AM40	D_AM41	D_AM42	D_AM43	D_AM44	D_AM45	D_AM46	D_AM47	D_AM48	D_TT76	D_TT88	H_BP1	H_BP3	H_BP4	H_BP5	H_BP6	H_BP7	H_TT1	H_TT2	H_TT3	H_TT4	H_TT5	H_TT7	H_TT8	H_TT9	H_TT10	H_TT11	H_TT12	H_TT15	H_TT16	H_TT17	H_TT18	H_TT21	H_TT20	H_TT23	H_TT24	H_TT28	H_TT29	H_TT41	H_TT51	H_TT52	H_TT54	H_TT55	H_TT56	H_TT59	H_TT60	H_TT62	H_TT65	H_TT69	H_TT71	H_TT74	H_TT81
Lactobacillus amylolyticus	83683	S	17	0	107	0	0	162	13	158	344	108	211	27	40	0	181	53	29	104	0	17	211	8	42	16	102	45	127	569	67	0	219	40	67	516	53	25	50	186	61	279	282	100	0	27	47	212	26	19	0	39	257	12	576	110	15	154	64	0	159	27	124	728	182	211	28	0	67	37	0	310	19	62	73	21	57	159	415	107	258	86	315	204	135	416	82	16
Lactobacillus intestinalis	151781	S	13	0	136	0	0	208	9	124	136	82	167	16	21	0	141	147	18	123	0	53	41	13	70	15	126	48	113	411	29	0	165	35	10	2917	55	29	36	135	43	231	194	90	16	12	28	108	76	13	16	41	292	16	226	37	0	120	62	14	135	0	161	1008	190	393	57	28	11	36	0	178	55	0	0	8	110	0	310	129	465	70	795	371	96	335	47	20
Lactobacillus apis	303541	S	8	0	54	0	0	78	8	54	42	59	86	9	16	0	13	29	11	44	0	11	35	11	5	8	60	16	59	71	18	0	59	23	0	536	29	11	11	25	24	35	128	33	7	5	0	47	5	0	6	0	151	7	56	22	0	63	18	0	62	0	33	264	53	69	40	0	7	0	0	83	0	0	7	0	29	31	82	62	84	23	82	105	48	103	26	8
Lactobacillus taiwanensis	508451	S	18	0	28	0	0	86	0	26	106	52	144	10	0	0	0	23	50	45	0	8	113	0	43	0	46	36	87	97	125	0	106	12	0	406	26	9	11	152	16	108	137	84	0	0	15	46	100	0	14	0	222	139	105	51	0	107	7	0	16	0	60	2209	64	109	0	0	45	0	0	153	0	35	0	16	170	65	116	41	102	45	45	75	88	62	121	12
Lactobacillus kefiranofaciens	267818	S	24	0	738	0	70	13149	503	6434	8535	711	2095	141	102	0	3748	602	205	509	0	25	729	92	54	157	799	408	1413	13627	64	29	1340	198	374	2283	677	2960	168	583	1200	2501	2255	820	449	86	74	11839	41	57	0	1573	2155	22	3018	250	225	2405	646	11	1445	142	1241	1843	1321	1112	185	0	89	0	0	4700	0	169	303	896	262	420	4911	576	8423	2519	9725	2066	343	5464	328	54
Limosilactobacillus portuensis	2742601	S	1772	0	170384	30	784	5028	0	2744	20921	7770	0	912	1144	0	4076	3875	2114	4888	0	0	0	0	0	1995	2418	6251	5678	0	0	0	6656	2218	445	16081	3618	0	0	5758	630	0	559674	990	0	0	0	0	0	0	0	0	63	0	0	0	255	0	0	0	7274	0	0	0	0	10095	0	0	0	0	0	19038	0	1878	0	0	0	0	24	3202	15467	0	10	0	2743	20720	0	0
Limosilactobacillus vaginalis	1633	S	278	51	25689	0	0	261	0	206	1713	1017	13	62	229	0	281	256	160	261	0	0	29	0	0	487	161	1086	674	25	340	0	1519	218	0	1380	112	0	0	209	54	0	33828	144	0	0	0	22	0	0	0	0	74	0	22	21	98	0	21	0	412	0	32	103	16	530	0	0	0	0	0	506	0	81	8	37	37	15	162	117	708	0	27	12	300	719	113	0
Limosilactobacillus reuteri	1598	S	156	0	27318	0	0	851	284	840	1566	807	559	497	187	851	362	1273	280	374	0	53	708	93	20	7740	351	1380	1750	976	132	0	4262	1723	0	1683	710	32	90	361	180	894	24041	236	37	249	245	400	90	237	605	152	8408	28	493	532	18	266	44	33	514	66	214	2641	481	679	182	0	1062	48	20	1031	93	195	62	417	8212	212	1747	539	1254	541	673	403	598	1238	2258	103
Limosilactobacillus fermentum	1613	S	179	0	2845	0	6	694	24	765	3038	300	300	74	106	0	768	445	163	113	0	42	515	66	18	599	108	136	1086	312	51	0	298	584	14	1266	105	194	29	423	99	152	38807	99	21	40	27	86	49	10	61	147	559	124	105	478	46	149	87	30	355	248	152	1147	140	564	34	58	141	36	64	561	457	473	47	58	105	227	413	312	375	126	220	346	235	258	792	29
Limosilactobacillus panis	47493	S	42	0	1110	0	0	0	0	30	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	52	35	109	124	0	0	0	88	0	0	40	0	0	0	0	0	0	974	0	0	19	0	0	0	0	0	0	225	0	0	0	0	0	0	0	31	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	63	0	65	70	0	0	0	20	29	0
Lactiplantibacillus plantarum	1590	S	338	62	4002	0	12	1711	282	2181	62745	940	1423	186	317	50	1264	861	452	473	53	169	2962	694	440	681	450	335	3697	2254	376	25	1823	565	298	2718	598	548	197	789	545	753	5024	597	178	165	273	1339	858	109	89	158	2792	132	422	1167	32	1118	392	288	1133	221	853	7822	1829	3189	342	77	1220	295	217	2294	209	910	518	417	1606	1635	2815	2315	2166	689	3072	3709	914	1782	1995	139
Lactiplantibacillus pentosus	1589	S	149	123	449	0	0	633	25	478	517	445	606	113	98	28	178	289	221	306	116	132	122	56	54	75	308	301	255	452	45	0	649	149	39	934	305	0	68	206	147	541	1136	258	10	59	55	255	42	18	7	43	1093	0	237	470	14	653	193	43	209	28	314	138	1214	172	50	0	34	22	16	374	27	118	47	34	47	220	970	529	550	171	536	744	512	437	423	54
Lactiplantibacillus paraplantarum	60520	S	128	0	193	0	0	175	59	51	410	14	31	8	26	12	404	134	37	39	0	8	586	23	18	0	0	25	1046	1070	165	14	246	103	99	427	104	24	9	29	80	86	193	71	19	8	22	504	205	0	0	0	287	0	107	64	0	69	44	0	259	0	40	479	218	539	106	17	204	43	11	672	47	91	8	37	113	359	607	141	245	177	699	353	64	528	105	24
Ligilactobacillus salivarius	1624	S	129	0	328	0	0	323	617	299	787	127	415	3810	268	55	203	12604	1477	82	0	14	585	61	31	38	72	2894	401	566	149	0	19382	8079	20	12309	5290	40	32	83	60	1392	486	66	6	9	992	252	94	7	38	47	435	34	244	370	5	8669	166	20	507	12	296	1082	225	483	130	44	96	16	14	432	30	86	57	24	84	229	641	240	792	76	393	319	159	635	226	52
Ligilactobacillus ruminis	1623	S	19	0	111	0	0	60	0	97	121	41	76	11	8	0	26	15	17	20	0	28	178	23	0	10	22	14	76	95	13	0	70	18	0	99	28	7	0	29	16	45	124	18	0	0	14	18	15	0	0	0	104	0	64	52	0	22	69	12	102	0	79	296	106	56	12	0	25	5	0	57	41	14	5	5	21	51	109	45	72	18	113	95	30	46	71	7
Lacticaseibacillus paracasei	1597	S	71	0	22099	20	0	555	0	312	1039	357	599	64	195	18	805	185	188	308	24	139	1653	68	104	128	175	591	722	1015	93	0	933	41	38	1007	43	992	155	320	154	550	2171	52	18	10	0	1373	124	60	9	552	773	34	391	467	27	392	47	43	454	66	638	3118	918	428	171	0	161	179	7	333	179	168	124	77	116	226	761	475	791	176	500	496	196	582	1061	32
Lacticaseibacillus rhamnosus	47715	S	150	0	122	0	0	98	15	125	344	61	130	27	10	61	68	53	52	54	0	25	1721	8	0	15	18	37	173	132	9	11	76	22	6	125	36	141	21	35	16	119	11031	43	0	13	24	99	24	32	0	0	242	0	28	95	20	100	68	19	91	11	81	103	104	204	20	6	79	0	0	95	9	12	24	13	27	68	160	71	208	46	123	171	79	101	151	0
Lacticaseibacillus sp. NCIMB 15474	3068307	S	173	0	1075	0	0	771	0	645	384	927	1734	144	0	253	0	128	103	485	0	80	0	0	0	0	174	224	231	1220	0	0	858	0	0	530	527	229	139	344	174	1172	15214	337	0	0	0	271	0	0	0	0	2731	0	407	0	0	991	189	0	100	0	462	0	871	0	223	0	0	0	0	323	0	0	0	0	0	0	1164	1654	797	276	1542	1658	986	382	0	92
Leuconostoc mesenteroides	1245	S	45	132	86	49	0	109	72	236	328	112	76	0	28	0	0	0	19	52	0	48	57	0	0	32	27	0	194	101	60	0	0	764	725	139	59	221	9	65	0	65	315	0	0	0	0	0	35	0	0	0	569	0	58	40	0	43	0	0	28	0	77	598	197	4372	177	98	0	0	0	150	0	391	37	100	152	78	107	164	89	77	642	270	91	0	69	27
Pediococcus acidilactici	1254	S	46	0	200	0	0	39	0	97	109	46	72	18	35	0	42	23	21	23	0	7	105	0	0	35	46	59	73	76	0	0	60	12	0	100	13	0	52	28	0	60	141	22	0	9	33	49	0	0	0	10	72	0	34	93	0	32	0	10	95	16	58	252	57	65	16	0	32	0	0	163	0	19	0	8	37	53	82	17	84	21	51	117	39	78	145	0
Lentilactobacillus buchneri	1581	S	43	0	84	0	0	104	11	88	206	62	82	14	32	0	26	15	31	42	0	5	141	0	0	23	48	15	87	52	8	0	40	16	0	68	24	10	9	18	8	63	129	17	0	0	9	16	6	0	0	32	101	0	28	141	0	37	9	9	26	14	21	171	44	90	17	0	37	8	0	120	8	19	14	9	24	50	48	58	66	13	62	44	29	33	303	0
Fructilactobacillus lindneri	53444	S	31	0	39	0	0	28	11	58	132	29	43	40	0	0	24	33	18	39	0	0	157	0	0	18	41	15	54	55	7	0	18	0	0	42	9	0	17	31	0	42	120	14	0	0	8	25	17	0	0	0	56	0	17	120	0	8	9	102	67	16	0	467	53	100	40	0	29	0	0	52	0	29	11	10	34	53	52	27	68	11	128	61	11	57	270	0
Latilactobacillus sakei	1599	S	33	0	153	0	0	93	12	83	271	61	66	25	28	57	82	159	58	48	0	0	130	57	0	27	61	70	138	143	104	0	147	49	35	196	188	163	17	76	33	138	352	31	51	16	25	66	69	18	28	24	162	24	80	125	50	51	24	66	59	13	126	568	126	225	139	0	63	7	12	229	18	135	25	12	55	103	159	208	92	39	86	59	154	175	184	57
Amylolactobacillus amylophilus	1603	S	35	0	53	0	0	68	18	76	181	88	135	18	7	0	32	25	22	47	0	10	128	10	0	17	37	29	84	87	23	0	110	16	8	93	26	16	8	55	13	74	949	34	0	0	7	34	64	0	78	11	138	41	45	79	0	63	26	9	64	6	55	1896	67	81	19	0	16	0	0	114	9	18	24	12	321	88	83	67	76	24	100	94	53	43	81	7
Acetilactobacillus jinshanensis	1720083	S	27	0	646	0	0	53	6	47	121	56	61	23	25	0	54	14	41	31	0	8	184	6	0	231	31	48	124	48	11	9	45	5	0	62	26	0	7	69	11	66	709	10	0	7	11	20	13	0	0	20	112	233	57	143	6	39	14	10	46	1183	44	179	76	79	0	14	45	9	0	121	0	25	21	17	70	52	350	46	42	26	48	65	36	47	137	11
Loigolactobacillus coryniformis	1610	S	28	0	101	0	0	18	0	0	24	0	80	40	0	0	0	64	49	0	0	0	0	0	0	43	0	41	186	33	0	10	81	0	0	37	0	0	0	43	15	107	904	36	0	0	0	0	0	0	27	0	257	0	26	0	0	35	0	0	0	0	12	182	63	0	0	0	0	0	0	54	0	0	0	0	0	0	86	34	69	84	21	158	27	0	0	0
Bombilactobacillus folatiphilus	2923362	S	19	0	43	0	0	49	0	118	2407	10	22	0	10	0	0	0	0	0	0	0	70	8	0	12	0	0	33	29	0	0	40	0	0	37	0	0	0	23	0	0	78	0	0	51	0	9	0	0	0	0	29	0	14	33	0	54	31	0	84	0	0	278	14	233	0	0	0	0	0	15	0	6	0	0	0	25	66	29	56	28	79	128	41	31	47	0
Schleiferilactobacillus harbinensis	304207	S	21	0	50	0	0	35	0	78	724	23	70	8	15	0	22	14	28	32	0	17	117	13	8	8	28	31	95	56	42	0	44	21	0	81	9	12	10	34	12	37	34	25	0	5	0	18	292	0	9	0	109	10	26	76	0	47	26	48	29	19	24	603	107	68	16	0	10	7	6	124	0	95	11	8	184	79	127	49	92	10	62	58	87	65	37	11
Furfurilactobacillus rossiae	231049	S	24	0	4924	0	0	8	0	11	19	147	0	67	8	0	11	0	6	0	0	0	22	7	0	2630	0	322	419	24	22	0	68	0	51	45	0	0	0	0	0	91	3168	0	0	79	25	0	9	47	23	0	3726	0	0	13	0	0	0	12	0	0	11	229	8	35	0	0	14	0	0	7	0	14	0	137	13	18	325	7	15	162	162	0	0	0	643	21
Levilactobacillus brevis	1580	S	19	0	1591	0	0	11	0	50	45	27	9	26	18	0	0	0	15	8	116	0	33	0	0	746	8	152	193	0	9	0	96	0	0	34	0	0	0	11	0	14	1042	0	0	20	11	25	20	0	0	0	452	0	0	71	0	0	0	0	8	13	21	69	10	53	11	0	0	0	0	32	79	0	0	44	13	0	112	26	31	60	27	8	0	36	212	6
Periweissella cryptocerci	2506420	S	11	0	67	0	0	37	0	66	199	16	28	17	22	5	52	38	26	12	0	20	184	19	0	28	12	9	77	29	16	0	23	13	0	73	9	16	0	25	9	93	190	9	0	6	0	58	8	0	0	0	78	23	31	81	0	6	12	9	26	0	16	304	49	72	21	0	9	0	0	53	8	14	12	10	27	42	83	20	54	33	112	79	25	47	119	0
Streptococcus thermophilus	1308	S	841	835	5206	361	881	2215	6073	3714	5097	3268	2071	290	1144	2306	1462	2422	1331	1091	2455	1637	2818	1832	1137	148	1194	1319	2814	4549	2377	331	4000	415	2613	3043	3016	1559	596	1933	4067	1859	5521	841	962	3554	700	1846	25945	416	184	2030	6135	2335	1192	1639	1113	3229	903	37230	3659	482	1167	29940	14268	4105	1545	2919	13022	365	1262	21412	11308	5557	324	237	3091	14744	2871	44657	3753	2429	13480	4415	3149	2591	2528	1387
Streptococcus mitis	28037	S	246	700	119	271	90	232	1145	248	247	111	73	28	9	867	330	683	240	171	252	143	74	386	113	301	87	8	451	300	258	159	596	52	2049	102	1288	1920	39	88	240	542	85	57	175	197	120	103	584	172	257	1995	448	206	75	51	571	206	41	83	271	55	40	778	79	619	694	8	339	174	136	373	252	41	21	51	140	333	91	514	208	127	1770	2435	167	82	88	219
Streptococcus pyogenes	1314	S	613	0	560	0	0	916	294	1052	4319	769	909	159	206	158	442	728	354	392	0	383	494	59	29	400	606	317	1829	1027	733	13	1344	199	88	639	624	178	142	113	600	780	2729	160	100	127	76	249	1836	0	906	352	1217	4748	1128	571	41	518	70	2266	253	175	1110	6534	1626	3432	111	938	2319	54	108	1917	1397	2007	67	39	786	3486	1506	2073	974	1286	1402	1184	770	1018	1376	63
Streptococcus oralis	1303	S	148	494	100	228	171	58	1435	324	369	175	56	37	21	1510	227	640	144	139	737	70	0	343	311	46	57	34	219	193	90	212	553	44	1612	51	1108	13853	66	79	236	348	68	22	143	149	127	0	189	166	609	3140	364	140	70	48	590	160	0	114	59	40	49	521	55	274	672	0	202	212	76	391	477	54	12	41	7	111	0	586	25	118	2413	1021	164	39	76	184
Streptococcus sanguinis	1305	S	114	274	95	141	77	67	104	171	257	70	52	29	25	490	76	657	51	83	276	75	212	154	36	34	38	45	275	48	29	111	423	45	744	77	547	1726	82	10	108	139	125	24	111	48	81	32	103	75	202	782	497	85	48	54	414	69	0	27	79	10	45	232	69	408	463	11	78	74	72	313	339	33	12	21	64	147	76	288	111	52	870	394	186	69	79	187
Streptococcus pneumoniae	1313	S	724	296	3727	37	81	1352	5032	2308	7062	993	2589	798	307	2412	878	6690	1177	931	30	1137	3003	149	0	1133	831	703	5510	2979	3077	53	4425	96	497	4483	1225	3611	1683	333	439	2071	3544	415	205	1038	30	1020	18710	2974	124	1784	8581	1852	1754	1442	125	2060	540	6098	7789	1714	1823	31615	17181	6737	7341	2510	3288	44	23	12679	15671	3488	314	1565	3539	19102	3181	14580	9964	1265	5366	4197	2154	2204	1670	565
Streptococcus toyakuensis	2819619	S	86	0	15	25	32	40	114	21	18	25	23	7	0	57	70	31	30	10	39	0	0	151	0	9	15	0	0	34	14	39	48	21	94	0	275	548	32	0	18	16	0	0	15	0	11	38	30	60	0	259	30	0	0	6	31	0	0	0	50	6	0	100	0	18	113	0	35	46	0	95	0	0	0	0	0	29	0	30	0	0	341	174	19	0	0	0
Streptococcus gordonii	1302	S	25	137	27	15	38	18	191	74	26	35	24	6	0	350	60	170	49	8	55	9	0	41	13	8	14	274	104	33	7	45	242	16	786	15	267	404	33	110	87	50	12	5	74	72	48	8	87	66	61	345	149	52	19	13	143	53	0	0	72	0	24	33	13	221	347	5	0	52	63	80	0	0	6	12	0	10	0	154	11	13	568	93	88	6	30	67
Streptococcus parasanguinis	1318	S	19	189	12	20	24	20	82	75	38	12	24	0	0	145	38	102	37	27	28	0	0	23	30	9	17	0	9	6	0	19	109	0	147	52	107	557	14	17	16	31	28	0	24	27	18	62	19231	41	103	47	91	261	320	8	36	0	0	0	0	0	13	9	0	68	61	0	0	54	50	29	44	23	9	0	11	22	0	11	24	0	420	65	23	0	10	18
Streptococcus equi	1336	S	12	250	36	69	115	12	260	144	47	6	9	0	0	0	0	26	0	0	0	0	26	0	0	7	0	0	23	23	15	0	16	0	0	9	10	6	0	0	6	11	31	7	0	0	5	6	153	0	0	0	33	9	22	15	0	11	11	261	56	0	10	141	118	27	8	0	225	0	0	207	7	41	0	0	14	208	11	227	14	0	48	10	11	14	10	0
Streptococcus dysgalactiae	1334	S	25	0	258	0	0	117	0	192	403	75	98	19	0	65	64	268	20	32	0	264	44	242	0	26	0	36	389	400	32	22	289	176	0	469	146	36	25	91	33	201	150	43	104	229	0	243	1992	0	0	226	131	0	97	35	142	138	121	696	91	0	61	687	1904	308	96	0	473	0	0	697	590	817	0	0	228	1720	467	1333	794	630	2987	422	280	292	23	55
Streptococcus constellatus	76860	S	1298	0	3484	0	0	1047	16	2163	8744	3305	7439	7	931	0	1912	6640	987	2002	0	2058	1131	133	9	6	1415	1914	3687	2390	2045	0	7829	2029	921	3378	1645	8	0	4986	1102	2471	1826	1225	0	0	0	46	12986	1157	0	0	4390	26	8202	249	0	2744	1517	13230	22126	6	5813	62254	20135	105	12006	0	32	11	0	15335	106	2911	7	12	1326	7035	6420	26409	3794	5	11723	7213	9242	4966	1349	3739
Streptococcus agalactiae	1311	S	41	0	155	0	0	1087	208	499	504	173	106	27	37	97	124	106	77	60	0	408	104	636	0	65	72	24	478	237	166	173	1031	55	241	184	263	129	40	16	86	120	361	133	0	350	304	569	1962	0	0	275	187	0	96	153	854	50	29	5659	111	0	98	2389	57654	793	576	51	1892	403	0	1692	1435	699	201	568	1541	2481	195	1927	646	309	2734	312	142	101	302	239
Streptococcus infantis	68892	S	15	36	144	0	9	166	66	191	257	46	45	15	41	37	57	159	32	65	24	17	88	57	73	33	36	52	163	168	134	11	136	77	89	182	49	323	29	40	48	67	217	45	6	21	30	85	435	0	161	15	284	120	84	68	160	50	15	167	76	22	68	1539	149	165	106	17	104	0	88	301	55	77	14	12	452	231	174	247	179	67	436	219	96	69	87	17
Streptococcus pseudopneumoniae	257758	S	16	90	0	48	26	14	233	49	30	0	7	13	0	103	69	46	19	0	66	0	0	0	0	6	0	0	0	9	11	40	60	0	162	0	128	181	0	23	8	94	0	0	26	0	19	0	30	0	43	69	47	119	0	0	32	7	0	0	0	0	0	37	0	0	81	0	90	0	48	26	0	43	0	0	9	0	6	22	0	0	230	109	18	0	0	12
Streptococcus suis	1307	S	163	0	1528	0	0	1552	748	1482	2637	396	547	47	38	239	574	560	279	238	0	165	1347	664	79	55	181	358	1194	1156	768	0	2083	190	0	1140	343	181	190	137	540	586	2317	95	82	345	238	581	4687	0	0	0	1428	936	352	785	0	1137	0	393	560	0	566	17614	917	2146	166	0	1749	0	324	15713	538	1166	103	431	3721	3045	1417	2986	1199	1133	1755	2187	897	1112	761	408
Streptococcus salivarius	1304	S	9	69	62	78	0	18	25	88	81	18	10	11	5	134	44	78	16	0	32	23	20	0	39	13	0	68	66	50	42	0	162	12	231	36	409	1104	29	25	53	86	60	25	12	150	25	39	303	20	90	112	278	42	55	6	47	53	0	124	34	7	34	100	73	115	157	0	106	0	99	111	246	51	0	29	15	132	25	102	55	54	145	156	57	40	20	53
Streptococcus gwangjuense	1433513	S	8	148	7	49	10	12	220	39	18	35	0	15	0	126	12	64	9	0	66	38	0	0	0	0	0	0	0	41	17	46	35	7	172	0	113	43	20	0	14	0	7	0	8	0	11	0	164	38	0	267	119	35	9	13	35	0	0	0	25	0	0	0	0	49	42	0	37	35	0	17	0	0	0	0	0	0	0	34	0	77	65	358	11	0	0	0
Streptococcus australis	113107	S	8	0	0	0	25	14	4117	12	0	17	0	0	9	90	0	72	11	0	41	24	6	67	0	8	0	0	19	0	12	44	101	0	239	0	156	173	6	0	25	0	0	0	0	23	13	0	1018	0	0	246	11	87	8	0	123	20	0	0	0	0	0	11	0	28	54	0	0	0	24	0	0	23	6	0	0	0	0	58	23	25	0	82	48	0	10	36
Lactococcus cremoris	1359	S	76	56	141	97	166	94	187	75	506	75	73	32	25	42	161	134	45	44	43	0	222	189	46	0	78	53	173	91	83	0	90	61	82	104	137	804	40	100	55	127	106	69	0	38	28	75	0	0	0	0	105	169	70	89	11	232	31	91	216	33	37	952	215	369	359	75	207	128	33	319	78	65	37	40	163	235	128	292	73	78	667	128	28	123	105	59
Lactococcus lactis	1358	S	27	106	79	60	0	0	0	55	495	21	31	0	0	281	0	287	0	0	185	0	0	1529	0	0	34	31	19	43	0	0	27	25	0	28	96	0	0	0	20	45	0	0	0	54	0	0	560	12	46	97	89	42	38	0	266	25	52	21	0	0	17	78	0	0	141	0	0	0	100	61	282	1169	0	0	0	27	24	64	22	0	50	231	9	0	19	0
Enterococcus faecium	1352	S	258	99	2283	0	0	1627	75	1415	2394	2412	4509	315	154	6443	696	655	660	1220	26	44	1759	1457	108	988	925	572	1901	2855	1770	206	1986	232	37	2820	340	1703	713	1065	465	4674	3159	933	410	65	214	1099	1991	91	1815	702	3119	2541	836	1613	39	3050	238	1583	629	257	983	36087	3895	2019	258	175	614	164	126	2045	586	599	371	97	4839	1447	2874	2132	2134	790	5124	1480	2054	1297	2524	304
Enterococcus faecalis	1351	S	213	0	1609	0	0	1144	172	1392	1768	1033	1747	253	113	25912	225	241	230	520	0	87	872	284	16	88	353	414	878	1132	1178	0	1312	408	97	1034	461	677	299	424	446	889	2265	383	80	13	57	1739	926	73	260	3364	41630	268	425	820	25	1606	126	469	416	125	554	11333	1428	594	404	237	438	67	135	926	374	504	139	66	3637	327	1278	1384	997	320	1187	2809	841	1082	527	167
Aerococcus christensenii	87541	S	84	0	850	0	0	51	0	77	518	1824	38	27	13	0	9	25	321	30	0	0	217	0	0	248	6	13	163	37	400518	0	19	0	0	53	0	143	0	0	0	8	189	15	0	12	9	6479	0	0	0	0	46	0	21	448	0	0	72	0	129	69	17	197	58	72	28	31023	9	91	10029	101	0	148410	18	29	90	7571	50	22	33	37	393	34	36	43	103	0
Abiotrophia defectiva	46125	S	25	70	11	45	57	39	88	76	60	0	9	12	11	65	27	64	91	38	89	21	9	19	18	0	23	0	56	0	6	24	53	23	106	8	100	186	21	8	13	72	18	6	37	10	22	0	24	144	26	183	116	0	0	0	55	17	0	30	23	0	0	33	7	65	67	0	33	0	20	36	0	14	6	6	0	5	9	39	0	6	90	48	38	28	19	14
Dolosigranulum pigrum	29394	S	45	40	0	7	13	0	8	215	65	35	25	12	16	156	61	132	122	12	1022	62	9	191	0	5	8	9	159	61	36	944	171	22	63	196	160	165	55	42	18	246	33	0	35	12	33	74	1415	68	64	1257	140	24	44	96	216	49	0	268	92	36	25	3078	37	124	208	14	15	7	0	96	193	42	0	0	23	20	20	137	17	1318	985	132	1971	152	182	48
Granulicatella adiacens	46124	S	15	63	17	5	0	41	47	16	24	25	16	8	0	63	9	123	15	16	53	65	0	44	0	12	0	17	248	59	15	20	131	7	606	42	120	405	0	0	19	38	119	39	54	23	27	0	42	5	0	168	174	37	88	8	65	96	0	0	0	5	26	265	10	96	224	0	12	0	45	38	47	8	10	16	0	9	11	66	13	28	230	84	254	33	0	103
Granulicatella elegans	137732	S	16	0	2502	6	0	9	0	105	15	99	0	36	7	103	0	66	10	0	20	47	0	92	0	2503	0	96	188	0	24	0	208	10	153	51	37	356	0	0	16	112	2263	0	16	120	17	0	188	46	0	197	1092	49	24	10	12	21	0	263	101	10	17	3805	41	128	288	10	41	31	0	76	16	63	0	53	59	11	173	101	22	108	1277	88	37	18	280	86
Staphylococcus epidermidis	1282	S	878	3792	652	1679	1239	725	2321	1422	1326	587	446	150	83	3162	683	1380	704	685	2803	439	211	388	154	453	251	270	1011	221	761	615	1494	128	1778	241	2081	7510	556	365	432	1612	406	176	578	416	581	474	42177	689	1772	12574	2121	295	745	390	1797	728	314	410	1664	168	182	1077	2717	495	2128	40	393	310	151	775	669	88	87	62	866	196	186	803	552	85	3640	1550	833	541	690	382
Staphylococcus capitis	29388	S	931	2263	204	1474	1251	433	970	1260	661	300	167	83	14	1420	273	446	250	388	1182	226	25	165	45	89	302	233	340	55	186	269	532	44	524	86	899	2098	126	80	136	297	74	34	200	174	126	104	243	384	346	2408	446	135	286	99	866	422	141	23	223	27	94	189	120	148	811	37	33	73	88	221	307	36	31	18	31	58	76	223	79	59	1327	1379	157	60	51	97
Staphylococcus aureus	1280	S	1529	965	8700	1049	370	3615	2669	6135	8060	2080	4425	558	1132	901	2043	1862	1097	1519	942	1502	4390	9368	616	1255	1319	1729	4554	6760	3190	402	3530	1942	16199	3018	6871	5696	786	1407	1622	2577	9458	1122	1543	972	548	1994	42301	542	5073	6569	40190	8452	2864	2310	13271	3123	1256	4761	4871	635	2210	28791	8790	5127	4470	3964	1067	765	420	23482	1005	1455	436	540	11504	2315	5076	8200	17340	1510	11169	6132	8675	19344	3803	533
Staphylococcus hominis	1290	S	284	1150	141	7037	697	88	1752	416	403	328	243	69	289	477	165	291	558	615	392	330	84	76	15	60	139	576	1252	51	310	105	374	44	220	169	475	669	83	51	169	170	154	25	99	284	79	88	451	44	62	4388	14440	869	326	138	705	750	69	332	302	303	87	282	1205	578	857	61	117	105	50	312	138	19	20	121	4265	94	64	257	2725	76	1355	328	563	510	120	145
Staphylococcus warneri	1292	S	162	649	57	304	250	59	253	345	507	81	128	22	8	1158	118	300	138	94	390	89	15	36	43	503	66	26	241	25	199	140	829	123	219	24	863	2436	264	35	123	2030	47	15	125	192	262	6	98	90	396	3667	356	70	55	33	288	184	86	45	85	98	28	162	55	26	1058	6	38	232	45	175	272	8	18	6	45	57	16	281	72	21	1797	120	62	55	25	153
Staphylococcus cohnii	29382	S	87	457	45	393	376	19	387	95	125	20	27	18	18	56	40	53	56	66	227	56	12	0	0	28	90	452	42	0	0	25	20	0	117	11	60	626	40	11	9	81	18	0	40	0	0	34	40	29	28	161	44	10	5	47	640	26	0	0	72	92	0	31	0	27	90	0	5	19	17	14	43	0	11	0	20	11	0	14	0	0	43	69	11	7	52	0
Staphylococcus haemolyticus	1283	S	79	327	76	236	93	54	133	121	97	49	193	17	26	33	48	117	39	108	49	47	102	33	14	21	77	319	110	52	176	66	55	14	101	66	127	321	47	75	14	122	107	17	33	12	20	52	464	40	180	41	1008	792	46	71	1137	117	37	116	173	134	27	252	97	70	147	0	10	73	8	71	90	22	23	24	344	79	63	36	3962	11	574	137	188	1303	95	29
Staphylococcus casei	201828	S	64	220	23	97	85	5	34	90	122	26	8	0	0	0	10	0	18	10	202	7	9	0	0	0	12	7	0	0	0	0	52	11	0	0	62	123	5	0	18	34	10	0	42	0	13	0	0	0	0	188	30	17	23	7	2715	11	0	0	0	0	0	61	8	0	30	0	0	0	9	0	60	0	5	0	0	0	0	21	10	59	131	18	14	9	0	13
